summary,salery,jobdicSeq,job,aptitude,capacity,major_seqs,major_names
"- 촬영기사는 영화카메라나 스튜디오 카메라 등으로 각종 물체나 대상을 촬영한다. 
- 대본의 장면에 따라 화면의 배열을 결정한 후, 화면의 노출상태, 촬영대상과 카메라의 움직임, 촬영대상과의 거리변경 등을 고려하여 방송연출가나 촬영감독의 지시에 따라 촬영대상을 찍는다. 
- 촬영이 끝나면 촬영 일시, 장면 등을 기록하며 촬영 장비를 점검하고, 파손된 장비와 인화장비 등을 수리한다. 
- 촬영이 끝난 필름을 방송연출가 또는 편집기사와 함께 편집하기도 한다. 
- 촬영 목적과 영역에 따라 영화촬영기사, 광고촬영기사, TV촬영기사, 비디오촬영기사 등으로 나뉠 수 있다.",3천만원 ↑,337,촬영기사,"- 촬영기사는 영상에 대한 감각이 요구되며, 장비를 조작하고 활용할 수 있는 숙련 기술과 새로운 장비나 기술에 대한 지식이 있어야 한다. 
- 여러 스텝들과의 호흡이 중요하기 때문에 원활한 인간관계를 형성할 수 있어야 하며, 무거운 방송장비를 취급해야 하므로 체력적으로도 튼튼해야 한다.
- 예술형과 사회형의 흥미를 가진 사람에게 적합하며, 혁신, 사회성, 리더십, 적응력 등의 성격을 가진 사람들에게 유리하다.",,"199, 200, 234, 351, 352, 459, 461, 463, 469, 470","방송영상과, 방송제작과, 사진영상학과, 연극영화과, 연극영화학과, 전기공학과, 전기과, 전기전자공학과, 전자공학과, 전자과"
"- 출판물기획전문가는 다양한 조사 등을 통해 독자가 원하는 출판물의 내용과 출판 시장 동향 등을 파악하고, 작가 섭외, 출판물의 영업 전략 등 출판물을 기획 및 제작에 관련된 모든 일을 담당한다.  
- 독자가 요구하는 주제를 발굴하기 위해 다양한 조사와 연구를 수행하며, 시장성, 타 출판물과의 차별성, 최근 경향을 고려해 세부적인 기획안을 작성한다.
- 이에 적합한 작가를 섭외하고 집필된 원고를 검토한다. 
- 내용상 필요한 그림이나 삽화, 사진 등을 수록하기 위해 미술가나 사진가와 접촉하고 일을 요청한다. 
- 출간 이후의 홍보 및 판매 전략을 세워 본격적인 마케팅방향을 결정한다.",3천만원 ↑,338,출판물기획전문가,"- 출판물 제작에 대한 지식을 가지고 있어야 하며, 출판 영업 및 광고에 대한 실무 지식과 감각 등이 요구된다.  
- 출판 시장의 흐름을 읽고 독자의 요구를 재빠르고 정확하게 파악할 수 있는 순발력과 분석력이 요구된다. 
- 출판물의 기획과 제작 업무가 원활하게 진행될 수 있도록 출판물과 관련된 조직의 내ㆍ외부 사람들을 지휘할 수 있는 리더십과 설득력, 의사소통능력, 추진력이 요구된다. 
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하다.",,"69, 558","국어국문학과, 미디어출판과"
"- 출판편집자는 작가가 쓴 원고의 내용을 검토하고 내용의 손상 없이 원고의 교정, 교열, 윤문 작업을 한다. 
- 원고를 받아서 출판물의 디자인을 검토하고, 편집작업의 순서와 방법을 설정한다. 
- 작가와 출판 기획자와의 상의를 통해 책의 내용에 맞는 판형, 글씨체, 디자인 등 편집 양식을 결정하고 편집 양식에 따라 원고의 내용을 편집한다.  
- 디자이너의 영역까지 병행하여 디자인 설계부터 편집까지의 모든 작업을 수행하기도 하며, 일러스트, 포토샵 등의 프로그램을 주로 이용하여 사진을 합성 또는 수정하여 더욱 고급스러운 그래픽을 만든다. 
- 컴퓨터에 문자나 그림, 로고, 사진 등을 입력하고 색채, 크기, 위치를 조정 편집한다. 
- 시험출력을 하여 문제점을 파악 보완한 후 인쇄공정에 넘길 판을 만든다.",3천만원 ↑,926,출판편집자,"- 편집에 대한 일정 기간의 업무 경력과 윤문 및 교열 작업에 대한 기본적 지식 또한 필요하다. 
- 원고의 사소한 부분까지도 주의 깊게 살펴 교정 업무를 수행할 수 있는 꼼꼼함과 성실함이 요구된다. 
- 작가에 대한 세심한 관찰과 통찰을 통해 작가의 관심사가 무엇인지, 그리고 그 작가와 가장 잘 어울릴 수 있는 책의 편집 방향이 무엇인지를 파악해낼 수 있는 능력이 요구된다. 
- 컴퓨터 및 편집프로그램 운영능력, 편집에 대한 원리 및 기술의 이해가 필요하다",,"69, 558","국어국문학과, 미디어출판과"
"- 측량사는 국토의 이용과 개발, 건설 공사, 지도제작을 위해 토지의 형태, 지형선, 위치, 고도 및 면적 등을 측량한다. 
- 토지에 대한 물권이 미치는 한계를 정하기 위해 측량계획, 방법, 절차 등을 계획한다. 
- 지방과 도시 개발, 공익시설, 도로부지 및 고속도로 통행권을 위한 토지자산, 필지 및 토지구획의 사법적인 경계를 확립하기 위해 측량을 계획하고, 지휘, 감독하거나 수행한다. 
- 국토의 이용 및 개발, 건설공사, 지도제작 등을 위하여 각종 측량을 실시한다. 
- 현장 측량을 수행하고 거리, 각도, 높이 및 지형선 들을 측정하는 측량 기구를 조작하고 그 결과를 체계적인 순서로 정리, 보관한다.
- 지형, 지형선, 구체적 척도에 대한 영역들을 도면화하기 위해 위도, 경도 및 각도와 컴퓨터 삼각법 및 기타 계산을 분석한다.
- 측량된 자료가 정확한지 검토 및 수정하여 도면 및 측량 결과서를 작성한다.",4천만원 ↑,32,측량사,"- 측량사는 공간지각능력이 있어야 하고, 장시간 야외작업을 견뎌야 하고 강한 체력이 요구된다.   
- 꼼꼼하고 인내심 많은 사람에게 유리하며 보통 팀을 이루어 업무를 수행하기 때문에 원만한 대인관계와 협동심이 요구된다.
- 관습형과 사회형의 흥미를 가진 사람에게 적합하며, 리더십, 사회성, 스트레스를 감내할 수 있는 성격을 가진 사람들에게 유리하다.","측량및지형공간정보산업기사, 측량및지형공간정보기사, 측량및지형공간정보기술사, 측량기능사","17, 18, 20, 86, 118, 177, 298, 524, 523, 529, 535, 536, 541, 560, 588, 591","건축공학과, 건축과, 건축학과, 기계공학과, 도시공학과, 물리학과, 수학과, 지구정보공학과, 지구환경과학과, 지리학과, 지적과, 지적학과, 천문학과, 측지정보과, 토목공학과, 통계학과"
"- 치과기공사는 치과의사의 의뢰에 따라 다양한 형태와 재료의 치아,치아장치,교정 장치 등 을 제작 수리한다.
- 치과보철물의 종류 및 사용하는 재료, 완성시간, 설계 등을 확인하고 치과 병·의원으로부터 제공 받은 환자의 치아모형을 분석, 설계하여 모형에 따라 석고모형을 뜬다.
- 작업 모형에 맞게 금, 은, 합성수지 등으로 인공 치아를 만들거나 의치 및 교정틀 등 치아에 필요한 보철 제작물을 주조한다.
- 제작물을 정교하게 연마하고 가공하여 보철물을 완성하고 모델에 맞게 제작되었는지 확인한다. 
- 치과 기공물 및 충전물 제작, 수리에 사용되는 도구나 재료, 장비 등을 관리한다.",4천만원 ↑,33,치과기공사,"- 기계 및 장비를 잘 다루고 미적 감각과 좋은 시력을 가진 사람에게 유리하며 일을 수행함에 있어 정확성과 집중력이 요구된다. 
- 차분한 성격의 사람에게 적합하며 오랜 시간 작업해야 하기 때문에 인내심과 치과의사, 치과위생사 등과 원만한 대인관계를 유지할 수 있어야 한다.  
- 관습형과 예술형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 책임감, 성취 등의 성격을 가진 사람들에게 유리하다.",치과기공사,562,치기공과
"- 치과위생사는 치과의사의 진료 및 치료를 협력하여 구강 관련 질환을 예방 및 치료하고 구강 관리를 안내한다.
- 환자의 구강 상태를 간단히 검진하여 치과위생에 필요한 방사선 촬영을 하며, 구강 내 검사 및 진단, 교정 및 치아를 뽑거나 수술할 때 보조 한다.
- 치과 진료기구 및 장비를 소독하고 관리하며, 구강상태를 간단히 시진하여 치료의 종류를 분석한다. 
- 구강 내의 여러 가지 침착물을 제거하고 치아표면을 매끈하게 하여 치주질환을 예방한다. 
- 환자의 건강 상태를 기록하고 관리하며, 진료 기구 및 장비 소독과 배치에 대한 병원 관리 업무나 의료 보험 청구 업무 등 기타 행정적인 업무를 한다. 
- 이외에도 병원, 가정 및 학교에서 개인 또는 대중을 상대로 구강 보건 교육을 실시하며, 학교 및 보건소에서 집단 구강 검사, 칫솔질 교육, 모자 구강 보건 교육 등을 담당한다.",3천만원 ↑,411,치과위생사,"- 치과위생사는 치위생에 관한 기초지식이 필요하며 병원뿐만 아니라 타 공사기관에서 구강보건교육을 실시하기도 하므로 언어전달 능력이 요구된다.
- 섬세한 손놀림과 꼼꼼한 성격이 유리하며, 스케일링 및 일부 치료를 할 때 치과 의료기기의 원활한 작동능력이 요구된다.
- 현실형과 관습형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 협조심, 스트레스 통제력 등의 성격을 가진 사람들에게 유리하다.",치과위생사,563,치위생과
"- 치과의사는 건강한 치아를 유지하기 위하여 치아를 포함한 구강의 질환을 치료, 교정, 대치하여 예방한다. 
- 구강 질환을 정밀하게 진단하기 위해서 X-ray 및 기타 의료기기를 이용하여 병리 검사를 실시한다.
- 충치나 손상된 치아를 치료하며 인공적 장치물로 대치시킨다.
- 치료가 불가능한 치아를 뽑고 인공치아를 심거나, 잇몸의 염증 등을 치료한다.
- 턱에 생긴 질환이나 손상, 기능의 이상 등을 진단하고 치료한다.",4천만원 ↑,34,치과의사,"- 치과의사는 치밀하고 정교하며 손재주가 있는 사람에게 유리하며 구강질환에 대한 빠른 판단력과 치료 결과를 의학적으로 분석할 수 있는 분석력이 요구된다. 
- 투철한 사명감과 봉사정신이 필요하며 환자에 대한 세심한 배려와 친절한 태도, 원만한 대인관계가 필요하다.
- 현실형과 탐구형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 꼼꼼함, 자기를 통제할 수 있는 성격을 가진 사람들에게 유리하다.",치과의사,564,치의예과
"- 치어리더는 운동 경기장에서 흥겨운 음악이나 구호에 맞추어 춤을 추면서 관중의 흥과 응원을 유도하는 일을 담당한다. 
- 경기를 관람하러 온 사람들이 함께 즐겁게 응원을 할 수 있도록 팀의 특색이나 취향을 살린 응원 안무나 구호를 고안하고, 안무나 구호에 맞춰 춤을 춘다. 
- 관중들이 구호나 선수들의 이름을 외치도록 유도한다.",2천만원 ↑,1126,치어리더,"- 긍정적이며 적극적이고 명랑한 성격의 소유자에게 적합한 직업이며, 서서 춤을 추거나 구호를 외치는 경우가 많으므로 강인한 체력이 요구된다. 
- 스포츠에 대한 흥미와 열의가 있어야 한다. 
- 예술형과 현실형의 흥미를 가진 사람에게 적합하며,  사회성, 리더십, 혁신, 협조심 등의 성격을 가진 사람들에게 유리하다.",,,
"- 카레이서는 자동차경주대회에서 경주용 차량을 운전하는 선수로서, 경기일정에 따라 미리 자동차경주장의 상태, 상대팀의 경기력(전력) 등 자료를 수집·분석하여 전략을 세운다.
- 평소에는 운동으로 근력과 지구력을 키우며, 시합일정에 맞추어 정비전문가인 미케닉을 비롯하여, 스태프, 팀장 등의 팀원들과 함께 주행연습을 한다. 
- 시합 전에는 차량테스트를 받고 시험주행 후 이상 시 미케닉(정비전문가)에게 부탁하여 차량을 정비한다. 
- 자동차경주시합은 예선과 결승을 치루며, 예선순위에 따라 결승 그리드(출발위치)가 정해지며, 카레이서는 깃발신호에 따라 트랙으로 출발하고, 트랙을 돌며 규정에 따라 팀장의 무전을 받아 피트(정비구역)로 들어간다.
- 피트 인(pitin, 정비구역 진입) 시간은 레이스 전체 시간에 포함이 되므로 미케닉(정비전문가)은 빠른 시간 내에 기름을 넣고 타이어 교체를 하고, 카레이서는 트랙에 복귀하여 다른 선수들과 속도경쟁을 하며, 모두 끝난 후에는 인터뷰를 하기도 한다.",4천만원 ↑,1438,카레이서,"- 강인한 체력이 요구되며, 끊임없는 훈련 과정 속에 자기를 통제하고 심리적 평정을 유지할 수 있는 정신력과 순간적인 상황 판단력이 필요하다. 
- 동료 간의 단결과 협동심이 요구되며 원만한 대인관계를 유지할 수 있어야 한다.","국내 경기 선수 라이선스 A, B, C, 카트 선수 라이선스 A B, C",443,자동차과
"- 카지노딜러는 카지노에서 고객의 편의를 위한 각종 서비스를 제공하거나 룰렛, 블랙잭, 바카라 등의 게임을 진행한다. 

- 딜러는 원활한 게임진행을 위해 게임규칙을 완벽하게 숙지하고, 카드와 칩을 능숙하게 다루어 동작을 신속정확하게 처리한다.

- 딜러는 고객에게 게임규칙을 설명하고 참가자들의 착석여부와 규정된 금액을 배팅하였는지 확인 후 카드, 룰렛 휠, 주사위를 통해 게임을 진행한다. 

- 게임의 승패에 따라 근무테이블에서 고객에게 칩을 주거나 받고 고객의 칩을 바꿔주기도 하며, 게임 도중 의심이 가는 행동을 하는 사람이 있으면 플로어퍼슨에게 보고한다.",3천만원 ↑,946,카지노딜러,"- 카지노 딜러는 주로외국인을 대상으로 게임을 하기 때문에 외국어 구사능력이 필수적이며 게임 상황에 적절한 순발력과 재치가 필요하다. 

- 관광서비스업으로서 고객이 즐거운 시간을 보낼 수 있도록 항상 적절한 미소와 상호 우호적인 교감이 가능할 수 있는 매너가 필요하다.

- 현실형과 예술형의 흥미를 가진 사람에게 적합하며, 스트레스 감내, 자기통제 능력, 적응력, 인내 등의 성격을 가진 사람들에게 유리하다.",,"45, 46, 167, 567, 643","관광경영과, 관광경영학과, 문화관광과, 컨벤션산업과, 호텔경영과"
"- 카피라이터는 기발한 아이디어나 감수성으로 특정 상품이나 서비스가 일반인들에게 쉽게 기억될 수 있는 광고 문구나 문안을 작성하는 일을 담당한다. 

- 상품 또는 용역에 관한 정보를 얻고 광고문안의 길이와 형태 등을 토의하기 위해 광고주 및 시장조사 분석가와 협의한다. 

- 조사와 인터뷰를 통해 광고를 위한 부가적인 배경정보를 얻고, 광고문안을 작성하기 위하여 상품 및 용역의 시장조사, 소비자성향조사, 광고경향조사 등의 자료를 검토한다. 

- 상품의 효능, 기업 이미지, 대중의 생활 방식 등에 대한 자료를 바탕으로 상품과 서비스의 판매촉진을 위한 아이디어와 원고를 작성한다. 

- 광고전략에 따라 광고문안, 즉 표제어(head copy), 부제어(sub-head copy), 본문(body copy), 슬로건(slogan) 등을 작성한다.",3천만원 ↑,278,카피라이터,"- 아이디어를 명확한 논리와 풍부한 감성으로 문장화할 수 있는 능력은 물론, 소비자들이 추구하는 가치관이나 시대의 흐름을 파악할 수 있는 능력이 요구된다. 

- 항상 새로운 아이디어를 생산할 수 있도록 노력하고 이에 대한 스트레스를 잘 견디어낼 수 있는 인내심과 대처능력이 필요하다. 

- 외국의 상품광고, 외국어, 마케팅, 소비자 심리 등 여러 분야의 지식과 상식이 요구된다.  

- 탐구형과 예술형의 흥미를 가진 사람에게 적합하다.",,"54, 69, 163, 164","광고홍보학과, 국어국문학과, 문예창작과, 문예창작학과"
"- 캐드원은 공학기술자나 설계사가 작성한 스케치와 명세서를 가지고 건축토목용 시공도나 기계, 전기, 전자 장비 및 제품의 제조와 설치에 필요한 세부 도면을 작성한다. 
- 약도나 설계서의 내용을 파악하여 캐드작업을 제품, 기계, 특수, 정밀 도면으로 분류한다.
- 기본개념, 스케치, 공학적 계산, 명세서 및 기타 자료로부터 설계 스케치를 계획한다.
- 도면, 다이어그램이나 레이아웃을 전개하여 작성하고 컴퓨터지원설계(CAD; computer aided design)를 조작하여 제도내역, 수치, 도형형태 등의 정보를 입력한다. 
- 완성된 도면으로 컴퓨터상에서 투시도 또는 3차원 시뮬레이션으로 재현하기도 한다.
- 설계도면이 명세서 및 설계 자료와 일치하는지, 틀린 곳은 없는지 등의 점검을 위해 도면을 검사한다.",3천만원 ↑,125,캐드원,"- 캐드원은 건축, 기계, 가구 등 다양한 분야에서 활동하기 때문에 적응성과 융통성이 필요하며, 기술설계능력, 창의력, 미적 감각 등이 있어야 한다. 
- 꼼꼼한 성격을 가진 사람에게 유리하며, 여러 사람이 분담 작업하는 경우도 많기 때문에 원활한 인간관계와 협동심이 있어야 한다. 
- 관습형과 예술형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 혁신, 책임감 등의 성격을 가진 사람들에게 유리하다.","전산응용건축제도기능사, 건축산업기사, 건축기사, 실내건축기능사, 실내건축산업기사, 실내건축기사, 전산응용조선제도기능사, 토목산업기사, 토목기사, 전산응용기계제도기능사, 기계설계제도사, 가구설계제도사, 전산응용토목제도기능사","17, 18, 20, 279, 569, 588","건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과"
"- 캐디는 골프장에서 골프 고객이나 전문 골프 선수들을 보조하여 고객들 또는 선수들의 골프 용품을 운반하는 등 골프 경기가 원활하게 진행될 수 있도록 돕는 일을 담당한다. 
- 골프 경기가 진행될 때에는 고객 또는 선수를 따라 골프백을 운반하고 용도에 맞는 골프채를 건네준다. 
- 전문 골프 선수들을 보조하는 전문 캐디의 경우, 선수들에게 스윙 자세와 종류, 방향 등을 조언하는 일을 수행하기도 한다. 
- 고객 또는 선수가 쳐낸 공을 찾아내며, 골프공과 골프채를 깨끗하게 세척하고 관리한다.",3천만원 ↑,412,캐디,"- 골프 및 골프경기 진행에 대한 지식을 가지고 있어야 하며, 고객과 골프 선수들에 대한 서비스 정신이 요구된다. 
- 장시간을 야외에서 활동하고 무거운 짐을 들고 다니는 경우가 많으므로 강인한 체력이 요구된다. 
- 사회형과 현실형의 흥미를 가진 사람에게 적합하며,  사회성, 인내심, 남에 대한 배려 등의 성격을 가진 사람들에게 유리하다.",,,
"- 캐릭터디자이너는 각종 팬시 사업의 캐릭터, 애니메이션, 게임, 인기 연예인들의 특징적인 캐릭터를 창조하여 이를 장난감, 문구류 등 다양한 상품에 활용, 디자인하는 일을 담당한다. 
- 대상에 대하여 스타일이나 주제를 연구하고, 시장조사를 통하여 영업담당자, 상품 제작진과 함께 상품화할 아이템의 구상회의를 진행한다. 
- 선정된 아이템에 대해서 세부적인 제품 사양에 대한 시각적인 정의를 내리고, 상품 제작진과 가격 및 제작비용에 대하여 협의하여 최종적인 아이템의 사양을 결정한다. 
- 흥행에 성공한 만화 영화 등의 등장인물의 캐릭터를 활용하거나 새로운 캐릭터를 창조하여 장난감, 문구류 등에 적용, 디자인한다. 
- 도안된 디자인을 내용에 부합되도록 배열/정리하고, 색상을 넣어 견본을 제작한다. 
- 이를 토대로 협의하여 기호, 문양, 도안 등의 완성품을 제작하고, 제작된 상품이 캐릭터의 이미지에 적합하게 디자인 되었는지 검사한다. 
- 특정 제품, 단체, 행사 등의 홍보를 위해 유명 연예인, 스포츠 스타 등을 활용한 캐릭터를 디자인하거나 특정 제품, 단체 등의 성격에 적합한 새로운 캐릭터를 창조하고 디자인한다.",3천만원 ↑,339,캐릭터디자이너,"- 사물에 대한 주의 깊은 관찰력과 데생능력 등 기본적 미적 감각을 가지고 독창적이면서도 개성이 살아있는 캐릭터를 창조할 수 있는 능력 즉, 창의성, 상상력, 기발한 발상 등이 요구된다. 
- 컴퓨터 그래픽에 대한 지식을 가지고 있어야 하며, 까다로운 신세대의 취향이나 변화하는 사회의 트렌드를 재빠르게 파악하고 새로운 캐릭터의 창조에 반영할 수 있는 능력이 요구된다. 
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 혁신, 꼼꼼함, 성취 등의 성격을 가진 사람들에게 유리하다","시각디자인산업기사, 시각디자인기사, 컴퓨터그래픽스운용기능사","33, 252, 308, 500","공업디자인과, 산업디자인과, 시각디자인과, 제품디자인과"
"- 캐스팅디렉터는 드라마나 영화의 연출을 맡은 PD(연출가)나 감독이 배역을 요청하면 배역의 이미지와 캐릭터에 적합한 배우를 찾아 PD에게 추천하며 캐스팅을 돕는 역할을 하는 사람으로, 이들은 감독과 제작자의 의도를 캐스팅의 일순위로 삼아 작품 면에서나 상업적인 흥행 면에서 가장 적절한 배우를 선정하는 일을 한다. 
- 오디션을 통하여 신인배우를 선발하거나 활동하고 있는 배우를 선정하여 영화 및 드라마의 주연 및 조연 배역에 가장 적합한 배우를 섭외한다.
- 시나리오를 읽어 본 후 등장인물의 성격을 분석한다. 각 배역에 적합한 배우를 섭외하기 위해 활동하고 있는 배우들에 대한 정보를 습득하여 분석한다. 
- 캐스팅디렉터는 배우와 계약을 체결한 후에도 리허설 장소 제공이나 해당 배우들의 스케줄 관리, 후반 녹음 작업 진행, 시사회 초대에 이르기까지 관련된 모든 작업에서 배우의 스케줄을 관리하는 일을 하기도 한다.",3천만원 ↑,1439,캐스팅디렉터,"- 작품에 맞는 배우를 꿰뚫어 볼 수 있는 안목이 필요하다.
- 캐스팅디렉터는 인적네트워크가 중요하기 때문에 사람들과 원만한 관계를 유지할 수 있는 능력이 필요하다.",,"354, 351, 352, 368","방송연예과, 연극영화과, 연극영화학과, 영화과"
"- 커플매니저는 결혼을 전제로 이성과의 교제를 계획하는 남녀 고객들에게 각자의 이상에 적합한 배우자를 찾아 그들의 만남을 주선하는 일을 담당한다. 

- 상담을 통해 회원의 학력, 신체조건, 직업 등의 인적사항과 이상형, 인생관, 용모, 태도 등에 대한 정보를 수집·기록하고 회원의 신원을 확인한 다음, 이상이 없으면 회원 정보를 컴퓨터에 입력한다. 

- 컴퓨터 배우자 연결 프로그램을 이용하거나 또는 상담원의 전문적인 의견과 경험을 가지고 회원에게 적합한 배우자를 찾고, 그들의 만남을 주선한다.  

- 만남 주선 후, 회원의 반응을 확인하여 지속적인 만남을 유지할 것인지 또는 회원에게 새로운 만남을 주선할 것인지를 결정한다.",3천만원 ↑,1256,커플매니저,"- 고객을 직접 상대하고 상담하므로 친화력과 상담능력이 요구되며, 고객과 원만한 관계를 유지할 수 있는 인간관계능력과 의사소통능력 등이 필요하다. 

- 고객에 대한 서비스 정신을 가지고 고객과의 약속을 반드시 이행할 수 있는 책임감과 성실함, 고객의 개인적 정보에 대한 비밀을 보장하는 직업윤리의식이 요구된다. 

- 고객의 상담과 정보를 바탕으로 고객에게 가장 잘 적합한 배우자를 찾아낼 수 있는 분석력과 판단력이 요구된다.",,"186, 418, 596","미용과, 이벤트연출과, 패션디자인과"
"- 컬러리스트는 색채와 관련된 자료를 수집, 분석하여 물건과 환경의 여러 가지 용도와 목적에 맞는 색채를 기획, 적용한다.  
- 색상에 관한 각종 정보를 수집·분석하고 소비자 선호 조사 등을 통해 유행 색의 경향을 파악한다. 
- 색채규정을 검토, 적용하여 상품의 색상을 기획하고 전체적인 컬러의 방향 및 상품의 배색, 프린트, 패턴 채색을 결정한다.
- 브랜드 이미지에 기초하여 소재 및 디테일 등의 경향에 맞추어 색상을 선정한다. 
- 색채를 배합하여 새로운 색채를 만들고 이를 측정, 관리하며 완성품의 색상에 대해 검토한다.",3천만원 ↑,340,컬러리스트,"- 컬러리스트는 미적 감각과 창의성이 요구되며, 컬러를 예측하고 정보를 수집하여 브랜드에 맞게 색채를 조정할 수 있는 능력이 있어야 한다.  
- 섬세한 성격의 사람에게 유리하며 팀원이나 디자인의뢰인들과 원활한 인간관계를 형성할 수 있어야 한다.
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 리더십, 적응성 혁신 등의 성격을 가진 사람들에게 유리하다.","컬러리스트기사, 컬러리스트산업기사","252, 253, 308, 309, 663","산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 회화학과"
"- 컴퓨터게임시나리오작가는 컴퓨터 게임 개발을 위해 필요한 게임 시나리오를 구성하고 개발하는 일을 담당한다. 

- 다양한 자료를 읽거나 조사하며, 게임 시장의 동향을 파악하여 새로운 게임 소재를 발굴한다. 

- 게임의 주제를 결정하고 이에 따라 게임 시나리오를 창작한다. 

- 게임의 스토리 전개를 구성하며, 게임의 개발 과정을 관리하고 감독한다.",3천만원 ↑,457,컴퓨터게임시나리오작가,"- 시나리오 작성에 대한 창의적인 사고와 글쓰기 능력은 물론 기획력과 컴퓨터 게임에 대한 정보, 컴퓨터 프로그램 활용능력이 요구된다. 

- 항상 새로운 아이디어를 생산할 수 있도록 노력하는 자세가 필요하며, 보통 팀 작업으로 게임 시나리오의 개발이 이루어지므로 팀원들과의 원만한 대인관계를 유지할 수 있는 능력이 요구된다.  

- 컴퓨터 게임에 대한 지식을 가지고 있어야 하며 사회, 과학, 문화, 역사, 신화와 SF 등 다방면의 지식과 교양이 요구된다",,"568, 69, 163, 164","게임콘텐츠과, 국어국문학과, 문예창작과, 문예창작학과"
"- 컴퓨터그래픽디자이너는 컴퓨터를 이용하여 광고, 영화, 드라마, 애니메이션에 사용되는 특수 효과 등 입체 영상이나 도형, 공간, 자막, 그림 등을 설계하고 표현하는 일을 담당한다. - 인터넷 홈페이지상의 여러 가지 이미지를 고안하여 제작하며, 제작된 이미지를 인터넷 화면상에 올린다. 

- 방송, 영화 또는 게임 시나리오 작가들이 구상한 내용 즉, 입체 영상이나 특수 효과, 자막, 그림 등을 컴퓨터 그래픽을 사용하여 영상 속에 표현한다.",3천만원 ↑,458,컴퓨터그래픽디자이너,"- 색채 감각과 조형 감각 및 세심함과 꼼꼼함 등이 요구되며, 컴퓨터 멀티미디어 프로그램을 원활하게 활용할 수 있는 능력 역시 필요하다. 

- 디자인 의뢰를 받은 상품과 상품의 기능, 시장과 소비자의 취향 등을 파악하고 분석하여 디자인에 잘 적용할 수 있는 독창성과 능력을 가지고 있어야 한다.",컴퓨터그래픽스운용기능사,"386, 574, 575","그래픽디자인과, 디지털디자인과, 컴퓨터디자인학과"
"- 컴퓨터설치ㆍ수리원은 고객들의 요청에 따라 컴퓨터 및 주변기기를 설치하거나 컴퓨터 기기의 고장 사항을 점검하고 수리하는 일을 담당한다. 

- 고객의 집이나 사무실을 방문하여 컴퓨터, 스캐너, 프린터기기 등을 설치하고 고객에게 기기 사용방법에 대해 설명한다. 

- 고객센터 고장접수자로부터 컴퓨터 및 주변기기 사용의 불편사항을 접수받으면, 고객과의 약속을 잡아 고객의 집을 방문하여 컴퓨터 및 주변기기의 고장 원인을 분석ㆍ파악하여 수리한다. 

- 컴퓨터 및 주변기기의 성능을 향상(업그레이드)하는 일을 담당하기도 하며, 고객에게 장애 발생을 예방할 수 있는 방법에 대해 설명하기도 한다. 

- 프린터, 스캐너 등의 컴퓨터 주변기기 및 네트워크, 서버 등의 장애를 처리하기도 한다. 

- 수리가 끝나면 출장서비스 내역을 고객에게 전달하고 결과를 등록한다.",3천만원 ↑,466,컴퓨터설치·수리원,"- 고객에 대한 서비스 정신이 요구되며, 컴퓨터나 주변기기의 문제나 장애 원인을 정확하게 파악분석하여 문제를 해결할 수 있는 능력이 필요하다.  

- 컴퓨터 및 주변기기의 시스템 구조와 소프트웨어 등에 대한 지식이 요구되며, 기술이 계속 발전하므로 새로운 기술습득과 끊임없는 자기계발을 위해 노력하는 자세가 필요하다.  

- 현실형과 진취형의 흥미를 가진 사람에게 적합하며,  독립성, 혁신, 정직성 등의 성격을 가진 사람들에게 유리하다.","전자산업기사, 전자기사",569,컴퓨터공학과
